71960421000102-ESTAMPARIA DE METAIS RQM - PRODUTOS CADASTRADOS - 20/07/2026-14:46:21;;;;;;;;;;
CÓDIGO;CÓD BARRAS;DESCRIÇÃO;GRUPO;MARCA;CÓD FAB;OBS;TIPO;SITUAÇÃO;;
;;;;;;;TODOS;ATIVO;;
CÓDIGO;CÓD BARRAS;DESCRIÇÃO;;NCM;UNIDADE;CUSTO;PREÇO 1;PREÇO 2;QTDE ATUAL;INCLUSÃO
355;;ROLDANA 2 1/2 - PARA CABO DE ACO;ROLDANAS;8302.20.00;UN;18,94;28,41;28,41;0;22/04/2025
356;;ROLDANA 2 1/2 - MEIA CANA COM CAIXA;ROLDANAS;8302.20.00;UN;23,16;34,74;34,74;8;22/04/2025
357;;ROLDANA 2 1/2 - MEIA CANA COM CAIXA ABERTA;ROLDANAS;8302.20.00;UN;17,85;26,78;26,78;30;22/04/2025
358;;ROLDANA 3 PARA CABO DE ACO;ROLDANAS;8302.20.00;UN;25,06;37,59;37,59;6;22/04/2025
359;;ROLDANA 3 - MEIA CANA COM CAIXA;ROLDANAS;8302.20.00;UN;31,27;47,08;47,08;3;22/04/2025
360;;ROLDANA 3 - MEIA CANA CAIXA ABERTA;ROLDANAS;8302.20.00;UN;31,27;46,91;46,91;7;22/04/2025
361;;ROLDANA 4 PARA CABO DE ACO;ROLDANAS;8302.20.00;UN;38,19;57,29;57,29;12;22/04/2025
362;;ROLDANA 4 - MEIA CANA COM CAIXA;ROLDANAS;8302.20.00;UN;47,99;71,99;71,99;6;22/04/2025
363;;ROLDANA 5 PARA CABO DE ACO;ROLDANAS;8302.20.00;UN;70,5;105,75;105,75;0;22/04/2025
365;;GONZO JOCEC 3/8;GONZOS;8302.10.00;UN;3,4;5,78;5,78;33;22/04/2025
366;;GONZO JOCEC 2;GONZOS;8302.10.00;UN;4,03;6,85;6,85;182;22/04/2025
367;;GONZO JOCEC 5/8;GONZOS;8302.10.00;UN;5,19;8,82;8,82;78;22/04/2025
368;;GONZO JOCEC 3/4;GONZOS;8302.20.00;UN;7,41;12,6;12,6;51;22/04/2025
369;;GONZO JOCEC 7/8;GONZOS;8302.10.00;UN;10,35;17,6;17,6;23;22/04/2025
370;;GONZO JOCEC 1;GONZOS;8302.10.00;UN;13,19;22,42;22,42;112;22/04/2025
371;;GONZO JOCEC 1 1/4;GONZOS;8302.10.00;UN;21,78;32,67;32,67;7;22/04/2025
372;;TE 11/2 X 1/8 - 11;PERFIS E CANTONEIRAS;7216.22.00;BR;137,5;185,63;192,5;0;23/04/2025
373;;GONZO JOCEC 1 1/2;GONZOS;8302.10.00;UN;40,5;68,85;68,85;19;24/04/2025
374;;GONZO JOCEC COM ABA 00;GONZOS;8302.10.00;UN;3,4;5,1;5,1;71;24/04/2025
375;;GONZO JOCEC COM ABA 01;GONZOS;8302.10.00;UN;5,29;7,94;7,94;59;24/04/2025
376;;GONZO JOCEC COM ABA 02;GONZOS;8302.10.00;UN;6,53;9,8;9,8;42;24/04/2025
377;;GONZO JOCEC COM ABA 03;GONZOS;8302.10.00;UN;8,39;12,59;12,59;60;24/04/2025
378;;GONZO JOCEC COM ABA 04;GONZOS;8302.10.00;UN;10,15;15,23;15,23;24;24/04/2025
379;;GONZO JOCEC COM ABA 05;GONZOS;8302.10.00;UN;1;1,5;1,5;0;24/04/2025
380;;GONZO JOCEC COM ABA E CHUMBADOR 01;GONZOS;8302.10.00;UN;6,27;9,41;9,41;57;24/04/2025
381;;GONZO JOCEC COM ABA E CHUMBADOR 02;GONZOS;8302.10.00;UN;8,85;13,28;13,28;60;24/04/2025
382;;GONZO JOCEC COM ABA E CHUMBADOR 03;GONZOS;8302.10.00;UN;11,46;17,19;17,19;44;24/04/2025
383;;TRINCO CHATO 02;TRINCOS E FECHADURAS;8301.50.00;UN;6,7;11,39;11,39;-2;24/04/2025
384;;TRINCO CHATO 03;TRINCOS E FECHADURAS;8301.50.00;UN;7,33;12,46;12,46;19;24/04/2025
385;;TRINCO CHATO 04;TRINCOS E FECHADURAS;8301.50.00;UN;8;13,6;13,6;7;24/04/2025
386;;TRINCO CHATO 05;TRINCOS E FECHADURAS;8301.50.00;UN;8,8;14,96;14,96;10;24/04/2025
387;;GUIA PORTAO DE CORRER 2 ROL.;PORTAS DE AÇO;8302.20.00;UN;35;53;53;11;24/04/2025
388;;GUIA PORTAO DE CORRER 4 ROL.;PORTAS DE AÇO;8302.20.00;UN;55;82,5;82,5;14;24/04/2025
393;;PINO DE GIRO C/ROSCA 43MM;FIXADORES E SOLDA;8302.20.00;UN;12,75;19,5;19,5;21;24/04/2025
394;;PINO DE GIRO C/ROSCA 48MM;FIXADORES E SOLDA;8302.20.00;UN;14,3;22;22;39;24/04/2025
395;;PINO DE GIRO NYLON 48MM;FIXADORES E SOLDA;8302.20.00;UN;12,5;19;19;14;24/04/2025
396;;DOBRADICA 3 S/A;DOBRADIÇAS;8302.10.00;UN;3,31;3,31;3,31;0;24/04/2025
397;;DOBRADICA 3 1/2 X 3 S/A;DOBRADIÇAS;8302.10.00;UN;7,66;7,66;7,66;0;24/04/2025
398;;DOBRADICA 4 X 3 C/A;DOBRADIÇAS;8302.10.00;UN;13,3;13,3;13,3;0;24/04/2025
399;;DOBRADICA 4 X 3 S/A;DOBRADIÇAS;8302.10.00;UN;10,59;10,59;10,59;0;24/04/2025
400;;ROLDANA STANLEY - DUPLA GRANDE;ROLDANAS;8302.20.00;UN;13,77;24,1;24,1;24;24/04/2025
401;;ROLDANA STANLEY - QUADRUPLA GRANDE;ROLDANAS;8302.20.00;UN;29,1;49,47;49,47;53;24/04/2025
402;;ROLDANA STANLEY - DUPLA PEQUENA;ROLDANAS;8302.20.00;UN;10,19;19,36;19,36;25;24/04/2025
403;;ROLDANA STANLEY - QUADRUPLA PEQUENA;ROLDANAS;8302.20.00;UN;22,68;40,82;40,82;-32;24/04/2025
404;;ROLAMENTO COM PINO 6201;FIXADORES E SOLDA;8482.10.10;UN;1;1,5;1,5;0;24/04/2025
405;;ROLAMENTO COM CHAPA 6201;REPUXADOS E ESTAMPARIA;8482.10.10;UN;1;1,5;1,5;0;24/04/2025
406;;CAIXA DE MOLA 2,00 X 5,0;PORTAS DE AÇO;7320.90.00;UN;0,01;0,01;0,01;0;24/04/2025
407;;CAIXA DE MOLA 2,50 X 5,0;PORTAS DE AÇO;7320.90.00;UN;104,94;104,94;104,94;6;24/04/2025
408;;CAIXA DE MOLA 3,00 X 5,0;PORTAS DE AÇO;7320.90.00;UN;114,83;114,83;114,83;5;24/04/2025
409;;CAIXA DE MOLA 3,50 X 5,0;PORTAS DE AÇO;7320.90.00;UN;124,7;124,7;124,7;0;24/04/2025
410;;CAIXA DE MOLA 4,00 X 5,0;PORTAS DE AÇO;7320.90.00;UN;136,59;136,59;136,59;5;24/04/2025
411;;CAIXA DE MOLA 4,50 X 5,0;PORTAS DE AÇO;7320.90.00;UN;148,47;148,47;148,47;8;24/04/2025
412;;CAIXA DE MOLA 5,00 X 5,0;PORTAS DE AÇO;7320.90.00;UN;160,36;1,5;1,5;19;24/04/2025
413;;CAIXA DE MOLA 5,50 X 5,0;PORTAS DE AÇO;7320.90.00;UN;172,24;172,24;172,24;11;24/04/2025
414;;CAIXA DE MOLA 6,00 X 5,0;PORTAS DE AÇO;7320.90.00;UN;184,13;184,13;184,13;10;24/04/2025
415;;ESTABILIZADOR PORT BASCUL;DIVERSOS;7318.22.00;UN;9,5;14,5;14,5;7;24/04/2025
416;7,8983E+12;ELETRODO OK - 46 --- 3,25 ---;FIXADORES E SOLDA;8311.10.00;KG;50,63;50,63;50,63;0;24/04/2025
417;7,8983E+12;ELETRODO ELETRON KG 2,5;FIXADORES E SOLDA;8311.10.00;KG;24,5;24,5;24,5;-45;24/04/2025
418;7,8983E+12;ELETRODO ELETRON KG 1/8;FIXADORES E SOLDA;8311.10.00;KG;22,5;22,5;22,5;-12;24/04/2025
419;7,89772E+12;ZARCAO SOLV 180G GRAFITE 900ML;PERFIS E CANTONEIRAS;3208.90.10;UN;16,5;23,5;23,5;6;24/04/2025
420;7,89772E+12;ZARCAO SOLV 180G GRAFITE GALAO;PERFIS E CANTONEIRAS;3208.90.10;UN;45,4;64;64;-1;24/04/2025
421;;ZARCAO SOLV 180G GRAFITE LATA 18L;PERFIS E CANTONEIRAS;3208.90.10;UN;182,01;240;240;2;24/04/2025
422;7,89772E+12;GALVANITEX SOLV CINZA CLARO - 900ML;TINTAS E QUÍMICOS;3208.90.10;UN;17,14;24;24;10;24/04/2025
424;;GALVANITEX SOLV CINZA CLARO - LATA 18 L;TINTAS E QUÍMICOS;3208.90.10;LT;1;1,5;1,5;0;24/04/2025
433;7,89386E+12;FECH STAM TRAVA 1001 SIMPLES;TRINCOS E FECHADURAS;8301.40.00;PC;45,8;73,28;73,28;5;24/04/2025
434;7,89386E+12;FECH STAM TRAVA 1001 - PAR;TRINCOS E FECHADURAS;8301.40.00;PC;79,4;127,04;127,04;1;24/04/2025
435;7,89386E+12;FECH STAM TRAVA 1003 - SIMPLES;TRINCOS E FECHADURAS;8301.40.00;PC;47,9;76,64;76,64;5;24/04/2025
436;7,89386E+12;FECH STAM TRAVA 1003 - PAR;TRINCOS E FECHADURAS;8301.40.00;PC;83,5;133,6;133,6;-2;24/04/2025
437;7,89386E+12;FECH STAM 201;TRINCOS E FECHADURAS;8301.40.00;PC;28,7;45,92;45,92;10;24/04/2025
451;;COTOVELO GALV 1;CONEXÕES GALVANIZADAS;7307.93.00;UN;3,25;5;5;48;24/04/2025
452;;COTOVELO GALV 1 1/4;CONEXÕES GALVANIZADAS;7307.93.00;UN;4,73;7,3;7,3;18;24/04/2025
453;;COTOVELO GALV 1 1/2;CONEXÕES GALVANIZADAS;7307.93.00;UN;4,5;7;7;55;24/04/2025
454;;COTOVELO GALV 2;CONEXÕES GALVANIZADAS;7307.93.00;UN;7,9;12;12;40;24/04/2025
455;;COTOVELO GALV 2 1/2;CONEXÕES GALVANIZADAS;7307.93.00;UN;12,9;19,5;19,5;21;24/04/2025
456;;COTOVELO GALV 3;CONEXÕES GALVANIZADAS;7307.93.00;UN;27,6;42;42;7;24/04/2025
457;;COTOVELO GALV 4;CONEXÕES GALVANIZADAS;7307.93.00;UN;1;1,5;1,5;0;24/04/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
469;;PONTA CORRIMAO 1 1/2;PORTAS DE AÇO;7307.92.00;PC;8,85;17,7;17,7;30;24/04/2025
;;;DIVERSOS;;;;;;;
472;;PAINEL CARTOLA 0,43 X 2,5 M;PERFIS E CANTONEIRAS;7209.16.00;UN;134,16;134,16;134,16;8;25/04/2025
473;;PAINEL CARTOLA 0,43 X 2 M;PERFIS E CANTONEIRAS;7209.16.00;UN;107,3;107,3;107,3;12;25/04/2025
475;;MANCAL LONGO FECHADO;REPUXADOS E ESTAMPARIA;8302.10.00;UN;4,77;8;8;42;25/04/2025
476;;MANCAL LONGO ABERTO;REPUXADOS E ESTAMPARIA;8302.10.00;UN;5,03;8;8;33;25/04/2025
477;;MANCAL CURTO FECHADO;REPUXADOS E ESTAMPARIA;8302.10.00;UN;4,8;7,5;7,5;21;25/04/2025
478;;CAIXA PARA FECHADURA DE SOBREPOR - CHAPA;TRINCOS E FECHADURAS;8302.10.00;UN;8,61;8,61;8,61;195;25/04/2025
479;;CAVALETE LATERAL P/ PORTA ENROLAR;PERFIS E CANTONEIRAS;8302.10.00;UN;9,81;14,8;14,8;6;25/04/2025
480;;CAVALETE CENTRAL P/ PORTA ENROLAR;PERFIS E CANTONEIRAS;8302.10.00;UN;27,23;40,9;40,9;3;25/04/2025
481;;LAMINA RAIADA GALV C/ 5000;PORTAS DE AÇO;7216.91.00;BR;1;1,35;1;0;25/04/2025
482;;LAMINA RAIADA GALV C/ 6000;PORTAS DE AÇO;7216.91.00;BR;1;1,5;1,5;0;25/04/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
487;;FERROLHO REDONDO 10;PERFIS E CANTONEIRAS;8301.50.00;UN;15,55;23,33;23,33;3;25/04/2025
488;;FERROLHO REDONDO 12;PERFIS E CANTONEIRAS;8301.50.00;UN;17,4;26,1;26,1;26;25/04/2025
489;;FERROLHO REDONDO 15;PERFIS E CANTONEIRAS;8301.50.00;UN;18,58;21,5;21,5;0;25/04/2025
492;7,89871E+12;DISCO CORTE 7 X 7/8 - STILEX - OK;DISCOS;6804.22.11;UN;4,32;6,91;4,32;37;25/04/2025
493;7,89871E+12;DISCO CORTE 9 X 7/8 X 1/8 - STILEX - OK;DISCOS;6804.22.11;UN;6,9;11,04;6,9;63;25/04/2025
494;7,89871E+12;DISCO FLAP 41/2 G 40 - STILEX - OK;DISCOS;6805.30.90;UN;5,47;13,68;14,22;6;25/04/2025
495;7,89871E+12;DISCO FLAP 7 G 40 - STILEX - OK;DISCOS;6805.30.90;UN;14,5;36,25;37,7;19;25/04/2025
496;7,89871E+12;DISCO FLAP 41/2 G 60 - STILEX---OK;DISCOS;6805.30.90;UN;5,47;13,68;14,22;4;25/04/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
510;;DOBRADICA 3 X 2 5/8 C/A;DOBRADIÇAS;8302.10.00;UN;9,92;9,92;9,92;132;25/04/2025
511;;DOBRADICA 3 X 2 5/8 S/A;DOBRADIÇAS;8302.10.00;UN;7,33;7,33;7,33;11;25/04/2025
512;;ROLDANA TRUCK 2 1/2 - MEIA CANA;ROLDANAS;8302.20.00;UN;97,07;145,61;145,61;4;25/04/2025
513;;ROLDANA TRUCK 3 - MEIA CANA;ROLDANAS;8302.20.00;UN;116,3;174,45;174,45;4;25/04/2025
514;;ROLDANA TRUCK 4 V;ROLDANAS;8302.20.00;UN;160,11;240,17;240,17;2;25/04/2025
515;;ROLDANA TRUCK 5 - MEIA CANA;ROLDANAS;8302.20.00;UN;372,58;558,87;558,87;0;25/04/2025
516;;ROLDANA TRUCK 3 V;ROLDANAS;8302.20.00;UN;116,3;174,45;174,45;6;25/04/2025
517;;ROLDANA TRUCK 2 1/2 - V;ROLDANAS;8302.20.00;UN;97,07;145,61;104,3;13;25/04/2025
518;;ROLDANA TRUCK 4 - MEIA CANA;ROLDANAS;8302.20.00;UN;160,11;240,17;240,17;3;25/04/2025
519;;ROLDANA TRUCK 5 V;ROLDANAS;8302.20.00;UN;372,16;290,4;290,4;0;25/04/2025
523;;MASSA PLASTICA 500G;TINTAS E QUÍMICOS;3214.10.10;UN;11;11;11;-4;25/04/2025
524;;ORELHINHA P/ VIDRO;REPUXADOS E ESTAMPARIA;8302.10.00;UN;15,75;24;24;2,82;25/04/2025
525;;DISCO CORTE 12 X 3/4 - STILEX - OK;DISCOS;6804.22.11;UN;12,95;20,72;20,72;43;25/04/2025
527;;DISCO CORTE 14 X 1 - STILEX;DISCOS;6804.22.11;UN;20,13;32,21;32,21;17;25/04/2025
528;7,89871E+12;DISCO CORTE 10 X 5/8 - STILEX - OK;DISCOS;6804.22.11;UN;9,16;14,66;14,66;152;25/04/2025
529;7,89871E+12;DISCO CORTE INOX 7 X 1/16 X 7/8 - STILEX;DISCOS;6804.22.11;UN;3,29;6,58;6,91;96;25/04/2025
530;7,89871E+12;DISCO CORTE INOX 9 X 1,90 X 7/8 - STILEX - OK;DISCOS;6804.22.11;UN;7,2;18;18,72;49;25/04/2025
531;7,89871E+12;DISCO CORTE 12 X 1 - STILEX - OK;DISCOS;6804.22.11;UN;12,95;19,43;20,72;39;25/04/2025
532;7,89871E+12;DISCO CORTE 4 1/2 X 7/8 - STILEX - OK;DISCOS;6804.22.11;UN;2,1;3,36;3,57;56;25/04/2025
533;;CABO DE ACO GALV 1/4 - (6 X 07);FIXADORES E SOLDA;7312.10.90;MTL;13,2;13,2;13,2;16;25/04/2025
534;;CLIPS P/ CABO ACO 3/8;FIXADORES E SOLDA;7326.90.90;UN;0,01;0,01;0,01;0;25/04/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
549;;BUCHA NYLON 08 MM;REPUXADOS E ESTAMPARIA;3926.90.90;UN;1;1,5;1,5;0;28/04/2025
550;;BUCHA NYLON 10 MM;REPUXADOS E ESTAMPARIA;3926.90.90;UN;0,06;0,1;0,1;390;28/04/2025
551;;BUCHA NYLON 12 MM;REPUXADOS E ESTAMPARIA;3926.90.90;UN;0,09;0,15;0,15;250;28/04/2025
552;;CHUMBADOR PARABOLD 1/4 X 2;FIXADORES E SOLDA;7318.15.00;UN;1,15;1,8;1,8;142;28/04/2025
553;;CHUMBADOR PARABOLD 1/4 X 3;FIXADORES E SOLDA;7318.15.00;UN;1,63;2,5;2,5;92;28/04/2025
554;;CHUMBADOR PARABOLD 5/16 X 2 1/4;FIXADORES E SOLDA;7318.15.00;UN;1,68;2,6;2,6;190;28/04/2025
555;;CHUMBADOR PARABOLD 5/16 X 3 1/4;FIXADORES E SOLDA;7318.15.00;UN;2,17;3,3;3,3;100;28/04/2025
556;;CHUMBADOR PARABOLD 3/8 X 2 1/2;FIXADORES E SOLDA;7318.15.00;UN;1,87;3;3;70;28/04/2025
557;;CHUMBADOR PARABOLD 3/8 X 3;FIXADORES E SOLDA;7318.15.00;UN;1,23;3;3;75;28/04/2025
558;7,8987E+12;GARRA NEGATIVA 350 AMP GALZER;DIVERSOS;8515.90.00;UN;17,16;26,5;26,5;6;28/04/2025
559;;GARRA NEGATIVA 500 AMP GALZER;DIVERSOS;8515.90.00;UN;1;1,5;1,5;0;28/04/2025
560;7,8987E+12;PORTA ELETRODO 350 AMP GALZER;PORTAS DE AÇO;8515.90.00;UN;20,03;30,05;30,05;0;28/04/2025
561;7,8987E+12;PORTA ELETRODO 500 AMP GALZER ;PORTAS DE AÇO;8515.90.00;UN;23,31;35;35;4;28/04/2025
562;;LUVA DE MALHA PIGMENTADA;CONEXÕES GALVANIZADAS;4203.29.00;PR;1,92;3;3;10;28/04/2025
563;;OCULOS DE PROT FOXTER FUME;DIVERSOS;9004.90.90;UN;4,85;7,5;7,5;6;28/04/2025
564;;DISCO CORTE 10 X 3/4 - STILEX - OK;DISCOS;6804.22.11;UN;9,16;14,66;14,66;13;28/04/2025
566;;OCULOS DE PROT INCOLOR VONDER;DIVERSOS;9004.90.20;UN;4,85;7,5;7,5;7;28/04/2025
567;;OCULOS DE PROT FUME VONDER;DIVERSOS;9004.90.20;UN;4,85;7,5;7,5;3;28/04/2025
568;;LUVA DE VAQUETA TOTAL;CONEXÕES GALVANIZADAS;4203.29.00;PR;13,68;20;20;0;28/04/2025
569;;LUVA DE RASPA 07 CM;CONEXÕES GALVANIZADAS;4203.29.00;PC;10,5;16;16;50;28/04/2025
570;;LUVA DE RASPA 15 CM;CONEXÕES GALVANIZADAS;4203.29.00;PR;1;1,5;1,5;0;28/04/2025
571;;BARRA ROSCADA ZINC 3/16;FIXADORES E SOLDA;7318.15.00;UN;1;1,5;1,5;0;28/04/2025
572;;BARRA ROSCADA ZINC 1/4;FIXADORES E SOLDA;7318.15.00;UN;3;4,5;4,5;20;28/04/2025
573;;BARRA ROSCADA ZINC 5/16;FIXADORES E SOLDA;7318.15.00;UN;4,47;7;7;20;28/04/2025
574;;BARRA ROSCADA ZINC 3/8;FIXADORES E SOLDA;7318.15.00;UN;6,62;10;10;16;28/04/2025
575;;BARRA ROSCADA ZINC 1/2;FIXADORES E SOLDA;7318.15.00;UN;11,84;18;18;9;28/04/2025
576;;BARRA ROSCADA ZINC 5/8;FIXADORES E SOLDA;7318.15.00;UN;27,08;41;41;5;28/04/2025
577;;BARRA ROSCADA ZINC 3/4;FIXADORES E SOLDA;7318.15.00;UN;39,22;59;59;5;28/04/2025
578;;BARRA ROSCADA ZINC 7/8;FIXADORES E SOLDA;7318.15.00;UN;53,96;81;81;5;28/04/2025
579;;BARRA ROSCADA ZINC 1;FIXADORES E SOLDA;7318.15.00;UN;70,79;107;107;5;28/04/2025
580;;BARRA ROSCADA ZINC 1 1/4;FIXADORES E SOLDA;7318.15.00;UN;1;1,5;1,5;0;28/04/2025
581;;BARRA ROSCADA ZINC 1 1/2;FIXADORES E SOLDA;7318.15.00;UN;1;1,5;1,5;0;28/04/2025
582;;PORCA TORNEADA ZINC A 3/16;FIXADORES E SOLDA;7318.16.00;UN;1;1,5;1,5;0;28/04/2025
583;;PORCA TORNEADA ZINC B 1/4;FIXADORES E SOLDA;7318.16.00;UN;0,13;0,2;0,2;390;28/04/2025
584;;PORCA TORNEADA ZINC C 5/16;FIXADORES E SOLDA;7318.16.00;UN;0,19;0,3;0,3;376;28/04/2025
585;;PORCA TORNEADA ZINC D 3/8;FIXADORES E SOLDA;7318.15.00;UN;0,27;0,45;0,45;400;28/04/2025
586;;PORCA TORNEADA ZINC E 1/2;FIXADORES E SOLDA;7318.15.00;UN;0,64;1;1;196;28/04/2025
587;;PORCA TORNEADA ZINC F 5/8;FIXADORES E SOLDA;7318.16.00;UN;1,25;1,9;1,9;80;28/04/2025
588;;PORCA TORNEADA ZINC G 3/4;FIXADORES E SOLDA;7318.16.00;UN;1;1,5;1,5;0;28/04/2025
589;;PORCA TORNEADA ZINC H 7/8;FIXADORES E SOLDA;7318.16.00;UN;2,47;3,8;3,8;100;28/04/2025
590;;PORCA TORNEADA ZINC I 1;FIXADORES E SOLDA;7318.16.00;UN;2,61;4;4;48;28/04/2025
591;;PORCA TORNEADA ZINC J 1 1/4;FIXADORES E SOLDA;7318.16.00;UN;1;1,5;1,5;0;28/04/2025
592;;PORCA TORNEADA ZINC K 1 1/2;FIXADORES E SOLDA;7318.16.00;UN;1;1,5;1,5;0;28/04/2025
593;;ARRUELA LIZA ZINC 3/16;REPUXADOS E ESTAMPARIA;7318.22.00;UN;1;1,5;6;0;28/04/2025
594;;ARRUELA LIZA ZINC 1/4;REPUXADOS E ESTAMPARIA;7318.22.00;UN;0,06;0,1;0,1;0;28/04/2025
595;;ARRUELA LIZA ZINC 5/16;REPUXADOS E ESTAMPARIA;7318.22.00;UN;0,09;0,2;0,2;0;28/04/2025
596;;ARRUELA LIZA ZINC 3/8;REPUXADOS E ESTAMPARIA;7318.22.00;UN;0,18;0,5;0,5;0;28/04/2025
597;;ARRUELA LIZA ZINC 1/2;REPUXADOS E ESTAMPARIA;7318.22.00;UN;0,43;0,9;0,9;0;28/04/2025
598;;ARRUELA LIZA ZINC 5/8;REPUXADOS E ESTAMPARIA;7318.22.00;UN;0,6;1,2;1,2;0;28/04/2025
599;;ARRUELA LIZA ZINC 7/8;REPUXADOS E ESTAMPARIA;7318.22.00;UN;1;1,5;1,5;0;28/04/2025
600;;ARRUELA LIZA ZINC 3/4;REPUXADOS E ESTAMPARIA;7318.22.00;UN;0,51;1;1;0;28/04/2025
601;;ARRUELA LIZA ZINC 1;REPUXADOS E ESTAMPARIA;7318.22.00;UN;1;1,5;1,5;0;28/04/2025
602;;ARRUELA LIZA ZINC 1 1/4;REPUXADOS E ESTAMPARIA;7318.22.00;UN;1;1,5;1,5;0;28/04/2025
603;;ARRUELA LIZA ZINC 1 1/2;REPUXADOS E ESTAMPARIA;7318.22.00;UN;1;1,5;1,5;0;28/04/2025
604;;CLIPS P/ CABO ACO 1/8;FIXADORES E SOLDA;7326.90.90;UN;0,01;0,01;0,01;0;28/04/2025
605;;CLIPS P/ CABO ACO 1/4;FIXADORES E SOLDA;7326.90.90;UN;5,56;5,56;5,56;-10;28/04/2025
606;;CLIPS P/ CABO ACO 5/16;FIXADORES E SOLDA;7326.90.90;UN;2,65;2,65;2,65;0;28/04/2025
607;;CLIPS P/ CABO ACO 1/2;FIXADORES E SOLDA;7326.90.90;UN;0,01;0,01;0,01;0;28/04/2025
608;;CLIPS P/ CABO ACO 5/9;FIXADORES E SOLDA;7326.90.90;UN;0,01;0,01;0,01;0;28/04/2025
609;;ROLETE P REPOSICAO DE ROLDANA GUIA;ROLDANAS;8483.40.90;UN;8,19;16,38;16,38;-6;28/04/2025
610;;ESTICADOR CABO DE ACO A 3/16;FIXADORES E SOLDA;7326.90.90;UN;2;3;3;13;28/04/2025
611;;ROLO DE ESPUMA 15 CM TIGRE;TINTAS E QUÍMICOS;9603.40.10;UN;14,57;14,57;14,57;0;28/04/2025
612;;DOBRADICA 3 1/2 S/A;DOBRADIÇAS;8302.10.00;UN;4,77;4,77;4,77;23;28/04/2025
613;;ROLO DE ESPUMA 5 CM ROLOFLEX;TINTAS E QUÍMICOS;9603.40.10;UN;5;5;5;0;28/04/2025
615;;ROLO DE ESPUMA 9 CM ROLOFLEX;TINTAS E QUÍMICOS;7326.90.90;UN;7;7;7;0;28/04/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
642;;TINTA SPRAY BRANCO FOSCO ;TINTAS E QUÍMICOS;3208.20.19;UN;1;1,5;1,5;0;28/04/2025
643;;TINTA SPRAY BRANCO BRILHO ;TINTAS E QUÍMICOS;3208.20.19;UN;1;1,5;1,5;0;28/04/2025
644;;TINTA SPRAY PRETO FOSCO;TINTAS E QUÍMICOS;3208.20.19;UN;1;1,5;1,5;0;28/04/2025
645;;TINTA SPRAY PRETO BRILHO ;TINTAS E QUÍMICOS;3208.20.19;UN;1;1,5;1,5;0;28/04/2025
646;;TINTA SPRAY CINZA MEDIO ;TINTAS E QUÍMICOS;3208.20.19;UN;1;1,5;1,5;0;28/04/2025
647;;TINTA SPRAY 600 GRAUS PRETO F;TINTAS E QUÍMICOS;3208.20.19;UN;1;1,5;1,5;0;28/04/2025
648;;PONTEIRA INT QUAD 15 X 15 ;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,09;0,2;0,2;300;30/04/2025
649;;PONTEIRA INT QUAD 20 X 20 ;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,1;0,2;0,2;596;30/04/2025
650;;PONTEIRA INT QUAD 25 X 25;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,18;0,35;0,35;300;30/04/2025
